,Symbol,Date,AdjClose
725,CVX,2015-07-10,84.040375
726,CVX,2015-07-17,82.670547
727,CVX,2015-07-24,82.750587
728,CVX,2015-07-31,75.776894
729,CVX,2015-08-07,76.36393699999999
730,CVX,2015-08-14,70.484329
731,CVX,2015-08-21,69.93130500000001
732,CVX,2015-08-28,70.489746
733,CVX,2015-09-04,68.147888
734,CVX,2015-09-11,71.525566
735,CVX,2015-09-18,69.25576
736,CVX,2015-09-25,70.56179
737,CVX,2015-10-02,80.983047
738,CVX,2015-10-09,81.712616
739,CVX,2015-10-16,82.523247
740,CVX,2015-10-23,80.965027
741,CVX,2015-10-30,85.16235400000001
742,CVX,2015-11-06,80.938004
743,CVX,2015-11-13,81.811691
744,CVX,2015-11-20,82.847351
745,CVX,2015-11-27,81.00569200000001
746,CVX,2015-12-04,81.415962
747,CVX,2015-12-11,82.54647800000001
748,CVX,2015-12-18,83.923172
749,CVX,2015-12-25,82.017677
750,CVX,2016-01-01,75.690407
751,CVX,2016-01-08,77.924095
752,CVX,2016-01-15,73.89433299999999
753,CVX,2016-01-22,78.334358
754,CVX,2016-01-29,77.30413100000001
755,CVX,2016-02-05,75.66304000000001
756,CVX,2016-02-12,79.07285300000001
757,CVX,2016-02-19,78.755516
758,CVX,2016-02-26,80.814415
759,CVX,2016-03-04,86.732628
760,CVX,2016-03-11,89.456284
761,CVX,2016-03-18,87.5728
762,CVX,2016-03-25,88.080612
763,CVX,2016-04-01,87.51741
764,CVX,2016-04-08,0.0
765,CVX,2016-04-15,93.62026999999999
